speciesId,species_lsid,family,genus,species,subspecies,author,year,parentheses,distribution
55213,urn:lsid:nmbe.ch:spidersp:048796,Pholcidae,Uthina,yunchuni,,"Yao & Li",2016,0,Thailand
55214,urn:lsid:nmbe.ch:spidersp:048797,Pholcidae,Uthina,zhigangi,,"Yao & Li",2016,0,Thailand
55215,urn:lsid:nmbe.ch:spidersp:048798,Salticidae,Hermosa,yamasakii,,Prószyński,2016,1,"Malaysia (Borneo)"
55216,urn:lsid:nmbe.ch:spidersp:048799,Gnaphosidae,Synaphosus,ovtsharenkoi,,"Marusik & Fomichev",2016,0,Mongolia
55217,urn:lsid:nmbe.ch:spidersp:048800,Gnaphosidae,Synaphosus,shmakovi,,"Marusik & Fomichev",2016,0,Mongolia
55218,urn:lsid:nmbe.ch:spidersp:048801,Gnaphosidae,Synaphosus,mongolicus,,"Marusik & Fomichev",2016,0,Mongolia
55219,urn:lsid:nmbe.ch:spidersp:048802,Gnaphosidae,Synaphosus,saidovi,,"Marusik & Fomichev",2016,0,Tajikistan
55220,urn:lsid:nmbe.ch:spidersp:048803,Gnaphosidae,Apopyllus,gandarela,,"Azevedo, Ott, Griswold & Santos",2016,0,Brazil
55221,urn:lsid:nmbe.ch:spidersp:048804,Gnaphosidae,Apopyllus,aeolicus,,"Azevedo, Ott, Griswold & Santos",2016,0,Brazil
55222,urn:lsid:nmbe.ch:spidersp:048805,Gnaphosidae,Apopyllus,centralis,,"Azevedo, Ott, Griswold & Santos",2016,0,"Brazil, Paraguay"
55223,urn:lsid:nmbe.ch:spidersp:048806,Gnaphosidae,Apopyllus,atlanticus,,"Azevedo, Ott, Griswold & Santos",2016,0,Brazil
55224,urn:lsid:nmbe.ch:spidersp:048807,Araneidae,Chorizopes,albus,,"Mi, Wang & Peng",2016,0,China
55225,urn:lsid:nmbe.ch:spidersp:048808,Araneidae,Chorizopes,longus,,"Mi, Wang & Peng",2016,0,China
55226,urn:lsid:nmbe.ch:spidersp:048809,Araneidae,Argiope,butchko,,"LeQuier & Agnarsson",2016,0,Cuba
55227,urn:lsid:nmbe.ch:spidersp:048810,Salticidae,Habronattus,arcalorus,,"Maddison & Maddison",2016,0,"USA, Mexico?"
55228,urn:lsid:nmbe.ch:spidersp:048811,Salticidae,Habronattus,gilaensis,,"Maddison & Maddison",2016,0,USA
55229,urn:lsid:nmbe.ch:spidersp:048812,Corinnidae,Ianduba,acaraje,,"Magalhaes, Fernandes, Ramírez & Bonaldo",2016,0,Brazil
55230,urn:lsid:nmbe.ch:spidersp:048813,Corinnidae,Ianduba,angeloi,,"Magalhaes, Fernandes, Ramírez & Bonaldo",2016,0,Brazil
55231,urn:lsid:nmbe.ch:spidersp:048814,Corinnidae,Ianduba,apururuca,,"Magalhaes, Fernandes, Ramírez & Bonaldo",2016,0,Brazil
55232,urn:lsid:nmbe.ch:spidersp:048815,Corinnidae,Ianduba,beaga,,"Magalhaes, Fernandes, Ramírez & Bonaldo",2016,0,Brazil
55233,urn:lsid:nmbe.ch:spidersp:048816,Corinnidae,Ianduba,benjori,,"Magalhaes, Fernandes, Ramírez & Bonaldo",2016,0,Brazil
55234,urn:lsid:nmbe.ch:spidersp:048817,Corinnidae,Ianduba,capixaba,,"Magalhaes, Fernandes, Ramírez & Bonaldo",2016,0,Brazil
55235,urn:lsid:nmbe.ch:spidersp:048818,Corinnidae,Ianduba,dabadu,,"Magalhaes, Fernandes, Ramírez & Bonaldo",2016,0,Brazil
55236,urn:lsid:nmbe.ch:spidersp:048819,Corinnidae,Ianduba,liberta,,"Magalhaes, Fernandes, Ramírez & Bonaldo",2016,0,Brazil
55237,urn:lsid:nmbe.ch:spidersp:048820,Synotaxidae,Hamus,cornutus,,"Lin, Ballarin & Li",2016,0,"China, Laos"
55238,urn:lsid:nmbe.ch:spidersp:048821,Synotaxidae,Hamus,kangdingensis,,"Lin, Ballarin & Li",2016,0,China
55239,urn:lsid:nmbe.ch:spidersp:048822,Synotaxidae,Hamus,luzon,,"Lin, Ballarin & Li",2016,0,Philippines
55240,urn:lsid:nmbe.ch:spidersp:048823,Synotaxidae,Hamus,mangunensis,,"Lin, Ballarin & Li",2016,0,China
55241,urn:lsid:nmbe.ch:spidersp:048824,Synotaxidae,Nescina,kohi,,"Lin, Ballarin & Li",2016,0,Singapore
55242,urn:lsid:nmbe.ch:spidersp:048825,Nesticidae,Nesticella,baiseensis,,"Lin, Ballarin & Li",2016,0,China
55243,urn:lsid:nmbe.ch:spidersp:048826,Nesticidae,Nesticella,caeca,,"Lin, Ballarin & Li",2016,0,China
55244,urn:lsid:nmbe.ch:spidersp:048827,Nesticidae,Nesticella,chongqing,,"Lin, Ballarin & Li",2016,0,China
55245,urn:lsid:nmbe.ch:spidersp:048828,Nesticidae,Nesticella,dazhuangensis,,"Lin, Ballarin & Li",2016,0,China
55246,urn:lsid:nmbe.ch:spidersp:048829,Nesticidae,Nesticella,gazuida,,"Lin, Ballarin & Li",2016,0,China
55247,urn:lsid:nmbe.ch:spidersp:048830,Nesticidae,Nesticella,hongheensis,,"Lin, Ballarin & Li",2016,0,China
55248,urn:lsid:nmbe.ch:spidersp:048831,Nesticidae,Nesticella,jingpo,,"Lin, Ballarin & Li",2016,0,China
55249,urn:lsid:nmbe.ch:spidersp:048832,Nesticidae,Nesticella,lisu,,"Lin, Ballarin & Li",2016,0,China
55250,urn:lsid:nmbe.ch:spidersp:048833,Nesticidae,Nesticella,liuzhaiensis,,"Lin, Ballarin & Li",2016,0,China
55251,urn:lsid:nmbe.ch:spidersp:048834,Nesticidae,Nesticella,nandanensis,,"Lin, Ballarin & Li",2016,0,China
55252,urn:lsid:nmbe.ch:spidersp:048835,Nesticidae,Nesticella,qiaoqiensis,,"Lin, Ballarin & Li",2016,0,China
55253,urn:lsid:nmbe.ch:spidersp:048836,Nesticidae,Nesticella,qiongensis,,"Lin, Ballarin & Li",2016,0,China
55254,urn:lsid:nmbe.ch:spidersp:048837,Nesticidae,Nesticella,robusta,,"Lin, Ballarin & Li",2016,0,China
55255,urn:lsid:nmbe.ch:spidersp:048838,Lycosidae,Arctosa,zhaojingzhaoi,,Li,2016,0,China
55256,urn:lsid:nmbe.ch:spidersp:048839,Nesticidae,Nesticella,sanchaheensis,,"Lin, Ballarin & Li",2016,0,China
55257,urn:lsid:nmbe.ch:spidersp:048840,Nesticidae,Nesticella,xiongmao,,"Lin, Ballarin & Li",2016,0,China
55258,urn:lsid:nmbe.ch:spidersp:048841,Nesticidae,Nesticella,xixia,,"Lin, Ballarin & Li",2016,0,China
55259,urn:lsid:nmbe.ch:spidersp:048842,Nesticidae,Nesticella,yao,,"Lin, Ballarin & Li",2016,0,China
55260,urn:lsid:nmbe.ch:spidersp:048843,Nesticidae,Howaia,fuliangensis,,"Lin, Ballarin & Li",2016,1,China
55261,urn:lsid:nmbe.ch:spidersp:048844,Nesticidae,Howaia,huomachongensis,,"Lin, Ballarin & Li",2016,1,China
55262,urn:lsid:nmbe.ch:spidersp:048845,Nesticidae,Howaia,rongtangensis,,"Lin, Ballarin & Li",2016,1,China
55263,urn:lsid:nmbe.ch:spidersp:048846,Nesticidae,Howaia,wanzaiensis,,"Lin, Ballarin & Li",2016,1,China
55264,urn:lsid:nmbe.ch:spidersp:048847,Nesticidae,Howaia,yanbeiensis,,"Lin, Ballarin & Li",2016,1,China
55265,urn:lsid:nmbe.ch:spidersp:048848,Nesticidae,Nesticella,baobab,,"Lin, Ballarin & Li",2016,0,Madagascar
55266,urn:lsid:nmbe.ch:spidersp:048849,Nesticidae,Nesticella,gongshanensis,,"Lin, Ballarin & Li",2016,0,China
55267,urn:lsid:nmbe.ch:spidersp:048850,Nesticidae,Nesticella,griswoldi,,"Lin, Ballarin & Li",2016,0,Madagascar
55268,urn:lsid:nmbe.ch:spidersp:048851,Nesticidae,Nesticella,potala,,"Lin, Ballarin & Li",2016,0,China
55269,urn:lsid:nmbe.ch:spidersp:048852,Nesticidae,Nesticella,sulawesi,,"Lin, Ballarin & Li",2016,0,"Indonesia (Sulawesi)"
55270,urn:lsid:nmbe.ch:spidersp:048853,Nesticidae,Nesticella,tibetana,,"Lin, Ballarin & Li",2016,0,China
55271,urn:lsid:nmbe.ch:spidersp:048854,Nesticidae,Nesticella,vanlang,,"Lin, Ballarin & Li",2016,0,Vietnam
55272,urn:lsid:nmbe.ch:spidersp:048855,Nesticidae,Nesticella,zhiyuani,,"Lin, Ballarin & Li",2016,0,"Indonesia (Sumatra)"
55273,urn:lsid:nmbe.ch:spidersp:048856,Nesticidae,Nesticella,phami,,"Lin, Ballarin & Li",2016,0,Vietnam
55274,urn:lsid:nmbe.ch:spidersp:048857,Nesticidae,Nesticella,sumatrana,,"Lin, Ballarin & Li",2016,0,"Indonesia (Sumatra)"
55275,urn:lsid:nmbe.ch:spidersp:048858,Nesticidae,Nesticella,kaohsiungensis,,"Lin, Ballarin & Li",2016,0,China
55276,urn:lsid:nmbe.ch:spidersp:048859,Nesticidae,Pseudonesticus,dafangensis,,"Lin, Ballarin & Li",2016,0,China
55277,urn:lsid:nmbe.ch:spidersp:048860,Nesticidae,Pseudonesticus,miao,,"Lin, Ballarin & Li",2016,0,China
55278,urn:lsid:nmbe.ch:spidersp:048861,Nesticidae,Pseudonesticus,spinosus,,"Lin, Ballarin & Li",2016,0,China
55279,urn:lsid:nmbe.ch:spidersp:048862,Nesticidae,Pseudonesticus,wumengensis,,"Lin, Ballarin & Li",2016,0,China
55280,urn:lsid:nmbe.ch:spidersp:048863,Nesticidae,Pseudonesticus,ziyunensis,,"Lin, Ballarin & Li",2016,0,China
55281,urn:lsid:nmbe.ch:spidersp:048864,Salticidae,Edwardsya,simoni,,Taczanowski,1871,1,Brazil
55282,urn:lsid:nmbe.ch:spidersp:048865,Salticidae,Edwardsya,igapo,,"Ruiz & Bustamante",2016,0,Brazil
55283,urn:lsid:nmbe.ch:spidersp:048866,Clubionidae,Clubiona,biforamina,,"Liu, Peng & Yan",2016,0,China
55284,urn:lsid:nmbe.ch:spidersp:048867,Clubionidae,Clubiona,dactylina,,"Liu, Peng & Yan",2016,0,China
55285,urn:lsid:nmbe.ch:spidersp:048868,Clubionidae,Clubiona,falciforma,,"Liu, Peng & Yan",2016,0,China
55286,urn:lsid:nmbe.ch:spidersp:048869,Clubionidae,Clubiona,multidentata,,"Liu, Peng & Yan",2016,0,China
55287,urn:lsid:nmbe.ch:spidersp:048870,Clubionidae,Clubiona,tangi,,"Liu, Peng & Yan",2016,0,China
55288,urn:lsid:nmbe.ch:spidersp:048871,Mimetidae,Mimetus,lamellaris,,"Zeng, Wang & Peng",2016,0,China
55289,urn:lsid:nmbe.ch:spidersp:048872,Mimetidae,Mimetus,wangi,,"Zeng, Wang & Peng",2016,0,China
55290,urn:lsid:nmbe.ch:spidersp:048873,Oonopidae,Xestaspis,nuwaraeliya,,"Ranasinghe & Benjamin",2016,0,"Sri Lanka"
55291,urn:lsid:nmbe.ch:spidersp:048874,Oonopidae,Xestaspis,padaviya,,"Ranasinghe & Benjamin",2016,0,"Sri Lanka"
55292,urn:lsid:nmbe.ch:spidersp:048875,Oonopidae,Xestaspis,pophami,,"Ranasinghe & Benjamin",2016,0,"Sri Lanka"
55293,urn:lsid:nmbe.ch:spidersp:048877,Salticidae,Afraflacilla,ballarini,,"Cao & Li",2016,0,China
55294,urn:lsid:nmbe.ch:spidersp:048878,Salticidae,Agorius,tortilis,,"Cao & Li",2016,0,China
55295,urn:lsid:nmbe.ch:spidersp:048879,Salticidae,Padillothorax,exilis,,"Cao & Li",2016,1,China
55297,urn:lsid:nmbe.ch:spidersp:048881,Salticidae,Carrhotus,sarahcrewsae,,"Cao & Li",2016,0,China
55298,urn:lsid:nmbe.ch:spidersp:048882,Salticidae,Chinattus,wengnanensis,,"Cao & Li",2016,0,China
55299,urn:lsid:nmbe.ch:spidersp:048883,Salticidae,Chinophrys,mengyangensis,,"Cao & Li",2016,0,China
55300,urn:lsid:nmbe.ch:spidersp:048884,Salticidae,Cocalus,menglaensis,,"Cao & Li",2016,0,China
55301,urn:lsid:nmbe.ch:spidersp:048885,Salticidae,Nungia,xiaolonghaensis,,"Cao & Li",2016,1,China
55302,urn:lsid:nmbe.ch:spidersp:048886,Salticidae,Charippus,yunnanensis,,"Cao & Li",2016,1,China
55303,urn:lsid:nmbe.ch:spidersp:048887,Salticidae,Gedea,pinguis,,"Cao & Li",2016,0,"China, Vietnam"
55304,urn:lsid:nmbe.ch:spidersp:048888,Salticidae,Gelotia,zhengi,,"Cao & Li",2016,0,"China, Vietnam"
55305,urn:lsid:nmbe.ch:spidersp:048889,Salticidae,Icius,bamboo,,"Cao & Li",2016,0,China
55306,urn:lsid:nmbe.ch:spidersp:048890,Salticidae,Maripanthus,menghaiensis,,"Cao & Li",2016,1,China
55307,urn:lsid:nmbe.ch:spidersp:048891,Salticidae,Anarrhotus,latus,,"Cao & Li",2016,1,China
55308,urn:lsid:nmbe.ch:spidersp:048892,Salticidae,Phintella,lepidus,,"Cao & Li",2016,0,China
55309,urn:lsid:nmbe.ch:spidersp:048893,Salticidae,Phintella,sancha,,"Cao & Li",2016,0,"China, Vietnam"
55310,urn:lsid:nmbe.ch:spidersp:048894,Salticidae,Ptocasius,paraweyersi,,"Cao & Li",2016,0,"China, Vietnam"
55311,urn:lsid:nmbe.ch:spidersp:048895,Salticidae,Stenaelurillus,fuscus,,"Cao & Li",2016,0,China
55312,urn:lsid:nmbe.ch:spidersp:048896,Segestriidae,Ariadna,kiwirrkurra,,"Baehr & Whyte",2016,0,"Australia (Western Australia)"
55313,urn:lsid:nmbe.ch:spidersp:048897,Sparassidae,Sinopoda,biguttata,,"J. G. Lee, J. H. Lee & Kim",2016,0,Korea
55314,urn:lsid:nmbe.ch:spidersp:048898,Sparassidae,Sinopoda,nigrobrunnea,,"J. G. Lee, J. H. Lee & Kim",2016,0,Korea
55315,urn:lsid:nmbe.ch:spidersp:048899,Cybaeidae,Cybaeus,geumensis,,Seo,2016,0,Korea
55316,urn:lsid:nmbe.ch:spidersp:048900,Cybaeidae,Cybaeus,ilweolensis,,Seo,2016,0,Korea
55317,urn:lsid:nmbe.ch:spidersp:048901,Cybaeidae,Cybaeus,jiriensis,,Seo,2016,0,Korea
55318,urn:lsid:nmbe.ch:spidersp:048902,Cybaeidae,Cybaeus,jogyensis,,Seo,2016,0,Korea
55319,urn:lsid:nmbe.ch:spidersp:048903,Cybaeidae,Cybaeus,odaensis,,Seo,2016,0,Korea
55320,urn:lsid:nmbe.ch:spidersp:048904,Cybaeidae,Cybaeus,seorakensis,,Seo,2016,0,Korea
55321,urn:lsid:nmbe.ch:spidersp:048905,Cybaeidae,Cybaeus,songniensis,,Seo,2016,0,Korea
55322,urn:lsid:nmbe.ch:spidersp:048906,Leptonetidae,Longileptoneta,gachangensis,,Seo,2016,0,Korea
55323,urn:lsid:nmbe.ch:spidersp:048907,Leptonetidae,Longileptoneta,gayaensis,,Seo,2016,0,Korea
55324,urn:lsid:nmbe.ch:spidersp:048908,Leptonetidae,Longileptoneta,jangseongensis,,Seo,2016,0,Korea
55325,urn:lsid:nmbe.ch:spidersp:048909,Leptonetidae,Longileptoneta,weolakensis,,Seo,2016,0,Korea
55326,urn:lsid:nmbe.ch:spidersp:048910,Leptonetidae,Falcileptoneta,geumdaensis,,Seo,2016,0,Korea
55327,urn:lsid:nmbe.ch:spidersp:048911,Leptonetidae,Falcileptoneta,geumsanensis,,Seo,2016,0,Korea
55328,urn:lsid:nmbe.ch:spidersp:048912,Leptonetidae,Falcileptoneta,maewhaensis,,Seo,2016,0,Korea
55329,urn:lsid:nmbe.ch:spidersp:048913,Leptonetidae,Falcileptoneta,sunchangensis,,Seo,2016,0,Korea
55330,urn:lsid:nmbe.ch:spidersp:048914,Corinnidae,Cambalida,dhupgadensis,,"Bodkhe, Uniyal & Kamble",2016,0,India
55331,urn:lsid:nmbe.ch:spidersp:048915,Araneidae,Hypsosinga,satpuraensis,,"Bodkhe, Uniyal & Kamble",2016,0,India
55332,urn:lsid:nmbe.ch:spidersp:048916,Gnaphosidae,Chatzakia,balearica,,Lissner,2016,0,"Spain (Balearic Is.)"
55333,urn:lsid:nmbe.ch:spidersp:048917,Nesticidae,Nesticus,acrituberculum,,"Kim, Yoo, S. Y. Lee, J. H. Lee, Choi & Lim",2014,0,Korea
55334,urn:lsid:nmbe.ch:spidersp:048918,Leptonetidae,Leptoneta,namkungi,,"Kim, Jung, Kim & Lee",2004,0,Korea
55335,urn:lsid:nmbe.ch:spidersp:048919,Leptonetidae,Leptoneta,kwangreungensis,,"Kim, Jung, Kim & Lee",2004,0,Korea
55336,urn:lsid:nmbe.ch:spidersp:048920,Salticidae,Rhyphelia,laticlavus,,"Ruiz & Sobrinho",2016,1,Brazil
55337,urn:lsid:nmbe.ch:spidersp:048921,Salticidae,Rhyphelia,trombetas,,"Ruiz & Sobrinho",2016,1,Brazil
55338,urn:lsid:nmbe.ch:spidersp:048922,Salticidae,Rhyphelia,elongatula,,"Ruiz & Sobrinho",2016,1,Brazil
55339,urn:lsid:nmbe.ch:spidersp:048923,Dictynidae,Lathys,ankaraensis,,"Özkütük, Marusik, Elverici & Kunt",2016,0,Turkey
55341,urn:lsid:nmbe.ch:spidersp:048925,Agelenidae,Pireneitega,zonsteini,,"Zhang & Marusik",2016,0,Tajikistan
55342,urn:lsid:nmbe.ch:spidersp:048926,Agelenidae,Pireneitega,muratovi,,"Zhang & Marusik",2016,0,Tajikistan
55343,urn:lsid:nmbe.ch:spidersp:048927,Agelenidae,Pireneitega,tyurai,,"Zhang & Marusik",2016,0,Tajikistan
55344,urn:lsid:nmbe.ch:spidersp:048928,Agelenidae,Pireneitega,ramitensis,,"Zhang & Marusik",2016,0,Tajikistan
55345,urn:lsid:nmbe.ch:spidersp:048929,Agelenidae,Pireneitega,kovblyuki,,"Zhang & Marusik",2016,0,Tajikistan
55346,urn:lsid:nmbe.ch:spidersp:048930,Salticidae,Papuaneon,tualapa,,Maddison,2016,0,"Papua New Guinea, Australia (Queensland)"
55347,urn:lsid:nmbe.ch:spidersp:048931,Filistatidae,Zaitunia,vahabzadehi,,"Zamani & Marusik",2016,0,Iran
55348,urn:lsid:nmbe.ch:spidersp:048932,Bemmeridae,Atmetochilus,koponeni,,"Zonstein & Marusik",2016,0,"Indonesia (Sumatra)"
55349,urn:lsid:nmbe.ch:spidersp:048933,Bemmeridae,Atmetochilus,lehtineni,,"Zonstein & Marusik",2016,0,"Indonesia (Sumatra)"
55350,urn:lsid:nmbe.ch:spidersp:048934,Bemmeridae,Atmetochilus,sumatranus,,"Zonstein & Marusik",2016,0,"Indonesia (Sumatra)"
55351,urn:lsid:nmbe.ch:spidersp:048935,Ctenidae,Afroneutria,tanga,,"Polotow & Jocqué",2016,0,Tanzania
55352,urn:lsid:nmbe.ch:spidersp:048936,Salticidae,Onomastus,jamestaylori,,"Benjamin & Kanesharatnam",2016,0,"Sri Lanka"
55353,urn:lsid:nmbe.ch:spidersp:048937,Salticidae,Onomastus,corbetensis,,"Benjamin & Kanesharatnam",2016,0,"Sri Lanka"
55354,urn:lsid:nmbe.ch:spidersp:048938,Salticidae,Onomastus,maskeliya,,"Benjamin & Kanesharatnam",2016,0,"Sri Lanka"
55356,urn:lsid:nmbe.ch:spidersp:048940,Zodariidae,Storenomorpha,dejiangensis,,"Jiang, Guo, Yu & Chen",2016,0,China
55357,urn:lsid:nmbe.ch:spidersp:048941,Nesticidae,Speleoticus,yinchangminae,,Li,2016,0,China
55359,urn:lsid:nmbe.ch:spidersp:048943,Telemidae,Pinelema,curcici,,"Wang & Li",2016,0,China
55360,urn:lsid:nmbe.ch:spidersp:048944,Telemidae,Pinelema,huobaensis,,"Wang & Li",2016,0,China
55361,urn:lsid:nmbe.ch:spidersp:048945,Telemidae,Pinelema,xiushuiensis,,"Wang & Li",2016,0,China
55362,urn:lsid:nmbe.ch:spidersp:048946,Telemidae,Pinelema,yaosaensis,,"Wang & Li",2016,0,China
55363,urn:lsid:nmbe.ch:spidersp:048947,Pimoidae,Pimoa,graphitica,,"Mammola, Hormiga & Isaia",2016,0,"Italy, France"
55364,urn:lsid:nmbe.ch:spidersp:048948,Pimoidae,Pimoa,delphinica,,"Mammola, Hormiga & Isaia",2016,0,Italy
55365,urn:lsid:nmbe.ch:spidersp:048949,Araneidae,Eriovixia,gryffindori,,"Ahmed, Khalap & Sumukha",2016,0,India
55366,urn:lsid:nmbe.ch:spidersp:048950,Cheiracanthiidae,Cheiracanthium,vankhedei,,"Marusik & Fomichev",2016,0,Mongolia
55367,urn:lsid:nmbe.ch:spidersp:048951,Salticidae,Harmochirus,ahmedi,,Biswas,2016,0,Bangladesh
55368,urn:lsid:nmbe.ch:spidersp:048952,Thomisidae,Ozyptila,balcanica,,"Deltshev, Blagoev, Komnenov & Lazarov",2016,0,"Albania, North Macedonia, Bulgaria, Greece"
55369,urn:lsid:nmbe.ch:spidersp:048953,Theraphosidae,Pamphobeteus,verdolaga,,"Cifuentes, Perafán & Estrada-Gomez",2016,0,Colombia
55370,urn:lsid:nmbe.ch:spidersp:048954,Linyphiidae,Asthenargus,adygeicus,,"Tanasevitch, Ponomarev & Chumachenko",2016,0,"Russia (Caucasus)"
55371,urn:lsid:nmbe.ch:spidersp:048955,Linyphiidae,Maculoncus,obscurus,,"Tanasevitch, Ponomarev & Chumachenko",2016,0,"Russia (Caucasus), Georgia"
55372,urn:lsid:nmbe.ch:spidersp:048956,Sparassidae,Nungara,anama,,"Pinto & Rheims",2016,0,Brazil
55373,urn:lsid:nmbe.ch:spidersp:048957,Sparassidae,Nungara,gaturama,,"Pinto & Rheims",2016,0,Brazil
55374,urn:lsid:nmbe.ch:spidersp:048958,Clubionidae,Clubiona,gongshan,,"He, Liu & Zhang",2016,0,China
55375,urn:lsid:nmbe.ch:spidersp:048959,Clubionidae,Clubiona,lucida,,"He, Liu & Zhang",2016,0,China
55376,urn:lsid:nmbe.ch:spidersp:048960,Mimetidae,Gelanor,hoga,,"Rodrigues, Buckup & Brescovit",2016,0,Brazil
55377,urn:lsid:nmbe.ch:spidersp:048961,Mimetidae,Gelanor,cachimbo,,"Rodrigues, Buckup & Brescovit",2016,0,Brazil
55378,urn:lsid:nmbe.ch:spidersp:048962,Clubionidae,Clubiona,hooda,,"Dong & Zhang",2016,0,China
55379,urn:lsid:nmbe.ch:spidersp:048963,Gnaphosidae,Civizelotes,tibichaetoforus,,"Tuneva & Kuzmin",2016,0,"Russia (Europe)"
55380,urn:lsid:nmbe.ch:spidersp:048964,Sparassidae,Spariolenus,khoozestanus,,Zamani,2016,0,Iran
55381,urn:lsid:nmbe.ch:spidersp:048965,Lycosidae,Tasmanicosa,fulgor,,"Framenau & Baehr",2016,0,Australia
55382,urn:lsid:nmbe.ch:spidersp:048966,Lycosidae,Tasmanicosa,harmsi,,"Framenau & Baehr",2016,0,"Australia (South Australia, New South Wales)"
55383,urn:lsid:nmbe.ch:spidersp:048967,Lycosidae,Tasmanicosa,hughjackmani,,"Framenau & Baehr",2016,0,"Australia (South Australia, Victoria)"
55384,urn:lsid:nmbe.ch:spidersp:048968,Lycosidae,Tasmanicosa,kochorum,,"Framenau & Baehr",2016,0,"Australia (Queensland, New South Wales)"
55385,urn:lsid:nmbe.ch:spidersp:048969,Lycosidae,Tasmanicosa,salmo,,"Framenau & Baehr",2016,0,"Australia (Western Australia)"
55386,urn:lsid:nmbe.ch:spidersp:048970,Lycosidae,Tasmanicosa,stella,,"Framenau & Baehr",2016,0,Australia
55387,urn:lsid:nmbe.ch:spidersp:048971,Synotaxidae,Tekellina,sadamotoi,,"Yoshida & Ogata",2016,0,"China, Japan"
55389,urn:lsid:nmbe.ch:spidersp:048973,Mimetidae,Ero,septemspinosa,,Lissner,2016,0,"Spain (Majorca)"
55390,urn:lsid:nmbe.ch:spidersp:048974,Linyphiidae,Palliduphantes,vadelli,,Lissner,2016,0,"Spain (Majorca)"
55391,urn:lsid:nmbe.ch:spidersp:048975,Salticidae,Chinattus,falco,,Suguro,2016,0,Japan
55392,urn:lsid:nmbe.ch:spidersp:048976,Clubionidae,Clubiona,hexadentata,,"Dhali, Roy, Saha & Raychaudhuri",2016,0,India
55393,urn:lsid:nmbe.ch:spidersp:048977,Lycosidae,Allocosa,marindia,,"Simó, Lise, Pompozzi & Laborda",2017,0,"Brazil, Uruguay"
55394,urn:lsid:nmbe.ch:spidersp:048979,Oxyopidae,Oxyopes,incantatus,,Santos,2017,0,"Ecuador (Galapagos)"
55395,urn:lsid:nmbe.ch:spidersp:048980,Pholcidae,Nipisa,lehi,,Huber,2017,1,"Malaysia (Borneo)"
55396,urn:lsid:nmbe.ch:spidersp:048981,Pholcidae,Nipisa,kubah,,Huber,2017,1,"Malaysia (Borneo)"
55397,urn:lsid:nmbe.ch:spidersp:048982,Pholcidae,Nipisa,bidayuh,,Huber,2017,1,"Malaysia (Borneo)"
55398,urn:lsid:nmbe.ch:spidersp:048983,Pholcidae,Nipisa,bankirai,,Huber,2017,1,"Malaysia, Indonesia (Borneo)"
55399,urn:lsid:nmbe.ch:spidersp:048984,Pholcidae,Nipisa,anai,,Huber,2017,1,"Thailand, Malaysia (mainland), Singapore, Indonesia (Sumatra, Java?)"
55400,urn:lsid:nmbe.ch:spidersp:048985,Pholcidae,Calapnita,bario,,Huber,2017,0,"Malaysia (Borneo)"
55401,urn:lsid:nmbe.ch:spidersp:048986,Pholcidae,Calapnita,bariengi,,Huber,2017,0,"Malaysia (Borneo)"
55402,urn:lsid:nmbe.ch:spidersp:048987,Pholcidae,Calapnita,magaseng,,Huber,2017,0,"Malaysia (Borneo)"
55403,urn:lsid:nmbe.ch:spidersp:048988,Pholcidae,Calapnita,dayak,,Huber,2017,0,"Indonesia (Borneo)"
55404,urn:lsid:nmbe.ch:spidersp:048989,Pholcidae,Calapnita,lawangan,,Huber,2017,0,"Indonesia (Borneo)"
55405,urn:lsid:nmbe.ch:spidersp:048990,Pholcidae,Calapnita,bugis,,Huber,2017,0,"Indonesia (Sulawesi)"
55406,urn:lsid:nmbe.ch:spidersp:048991,Salticidae,Hasarius,raychaudhurii,,Biswas,2017,0,Bangladesh
55407,urn:lsid:nmbe.ch:spidersp:048992,Pholcidae,Calapnita,loksado,,Huber,2017,0,"Indonesia (Borneo)"
55408,urn:lsid:nmbe.ch:spidersp:048993,Pholcidae,Calapnita,bohoi,,Huber,2017,0,"Philippines (Bohoi Is.)"
55409,urn:lsid:nmbe.ch:spidersp:048994,Pholcidae,Calapnita,dinagat,,Huber,2017,0,"Philippines (Dinagat Is.)"
55410,urn:lsid:nmbe.ch:spidersp:048995,Pholcidae,Calapnita,mae,,Huber,2017,0,"Philippines (Mindanao)"
55411,urn:lsid:nmbe.ch:spidersp:048996,Pholcidae,Calapnita,nunezae,,Huber,2017,0,"Philippines (Mindanao, Camiguin Is.)"
55412,urn:lsid:nmbe.ch:spidersp:048997,Pholcidae,Calapnita,maragusan,,Huber,2017,0,"Philippines (Mindanao)"
55413,urn:lsid:nmbe.ch:spidersp:048998,Linyphiidae,Nippononeta,onoi,,"Bao, Bai & Tu",2017,0,Japan
55414,urn:lsid:nmbe.ch:spidersp:048999,Actinopodidae,Actinopus,cochabamba,,Ríos-Tamayo,2016,0,"Peru, Bolivia"
55415,urn:lsid:nmbe.ch:spidersp:049000,Halonoproctidae,Conothele,baiyunensis,,"X. Xu, C. Xu & Liu",2017,0,China
55416,urn:lsid:nmbe.ch:spidersp:049001,Halonoproctidae,Conothele,daxinensis,,"X. Xu, C. Xu & Liu",2017,0,China
55417,urn:lsid:nmbe.ch:spidersp:049002,Halonoproctidae,Conothele,sidiechongensis,,"X. Xu, C. Xu & Liu",2017,0,"China, Laos"
